"Pressure (Pa)","X (m)","Y (m)","Z (m)"
-0.12852331061992206,0.1160657341503761,0,0.12594648994471166
-0.13613282410841548,0.10749553941831083,0,0.11922253188310529
-0.14398912099397246,0.099425555695015669,0,0.1119203048637829
-0.15285106643072366,0.091811796774640159,0,0.10399323027349679
-0.16197098446163607,0.084760227143261646,0,0.095531636211281024
-0.1704666442497158,0.078329742084450954,0,0.08660076042928079
-0.17776106783494611,0.072541857315069569,0,0.07723430012600252
-0.1827728404518785,0.067443803273276759,0,0.067514977434614584
-0.18455163340577785,0.063067934607081808,0,0.057528447022651336
-0.18009404026741441,0.059409807252642076,0,0.047281161366906736
-0.16868990903780429,0.056456659079601415,0,0.036726386608872542
-0.14729249319283444,0.054246554564115382,0,0.025970516738492266
-0.10527659056485736,0.052802247281182657,0,0.015111727815267508
-0.027033540206924892,0.052120479536126835,0,0.0038493705092926449
0.044449700250117893,0.051970213164949819,0,-0.0083434553356130058
0.089099359193277036,0.051970293052156634,0,-0.021542284770356745
0.11602598883854853,0.051970423141451602,0,-0.035366933642847098
0.13254212367749951,0.051970330578340274,0,-0.049522729999748355
0.14297365033752693,0.051970230962856905,0,-0.063876813608333957
0.14985538155807293,0.051970202724394385,0,-0.07834534944993525
0.15458387775128937,0.051970196043043676,0,-0.092881549433313448
0.15803035332668755,0.051970341658961347,0,-0.10745764583384679
0.16063847233999839,0.051970480152354018,0,-0.12205685114587798
0.162776507086107,0.0519704675327574,0,-0.13666954399105319
0.16457469012794049,0.051970471251967409,0,-0.15129002967702146
0.16621181084846964,0.051970472565772668,0,-0.16591523734224234
0.16772421801332416,0.051970472015858644,0,-0.1805432013649319
0.169160124215712,0.051970469719156934,0,-0.19517294075843789
0.34499462583613011,-0.013259575244046761,0,0.1361778944938869
0.34113183391593821,-0.022283241705653919,-0,0.12028801830459468
0.33659241458303268,-0.030194719296311186,-0,0.10374078835259737
0.33106066161589442,-0.036927815502362099,-0,0.086657492027039887
0.32382742387639424,-0.042418314917719198,-0,0.069212975481195496
0.3138428602443582,-0.046661925779817953,-0,0.051448592076227852
0.29906466685757538,-0.04965067775017544,-0,0.033403312568653733
0.27654076447369313,-0.051353680032754111,-0,0.015522240005857686
0.24463693603112224,-0.051925793629799384,-0,-0.0015287751767803139
0.2098026579473139,-0.051970351121103313,-0,-0.017595146020939565
0.19104706013851086,-0.051970326733960487,-0,-0.033037272356504353
0.17866243945070778,-0.051970352877930295,-0,-0.048152113269707295
0.17160402407315728,-0.051970246663576219,-0,-0.063069177446573046
0.16765613235699067,-0.051970308547282629,-0,-0.077867427599039002
0.16562540512053558,-0.051970436964681413,-0,-0.092595923761606969
0.16483261676693436,-0.051970355034922394,-0,-0.10728710355711722
0.1649490503280456,-0.051970233218059353,-0,-0.12195410742489693
0.16544346925994585,-0.051970356035375496,-0,-0.13660864462981104
0.16617975783117706,-0.051970409765910108,-0,-0.15125480065090743
0.16727186986214651,-0.051970271549766314,-0,-0.16589086176425558
0.16835818394451965,-0.051970206182446591,-0,-0.1805307997783473
0.1760572300254796,-0.051970431644830617,0,-0.26833633062441498
0.16951806873389944,-0.051970234133609301,-0,-0.19516971301919445
0.17474224595491553,-0.051970320855046367,0,-0.25370352819083702
0.17083887539657935,-0.051970365961352044,-0,-0.20980055322805946
0.17341118557416146,-0.051970262567314046,0,-0.23906963385514968
0.17211876146509208,-0.051970399013923654,0,-0.22443426964347279
0.095899027510827364,0.41780174823365029,0,0.15602949982283038
0.10007954459163346,0.40316940709293214,0,0.1560295243492999
0.10496795162797939,0.38853721800530416,0,0.15602952168986711
0.11086402682844049,0.37390510754142864,0,0.15602952080353893
0.11796220441171136,0.35927288294273435,0,0.15602952167451478
0.12633251530485062,0.34464052565503489,0,0.15602952469491199
0.13556968922081319,0.33000774408423422,0,0.15602951128069042
0.14458212782786575,0.31537440336615774,0,0.15602965117041945
0.078006571359079888,0.47633657750872477,0,0.25997042699280415
0.15028829588256964,0.30074063235369453,0,0.1560298030405563
0.079165344383617636,0.46170395173060563,-0,0.25997031596558406
0.13227189141000689,0.28610650074699573,0,0.15602980768144561
0.080155832983763289,0.44707034904307358,-0,0.25997025771478732
0.084985712577009223,0.27147197387627142,0,0.15602981500449847
0.080831179406754397,0.43243549152413285,-0,0.25997039392764709
0.054866482084283907,0.25683722269035281,0,0.15602981438796348
0.081418639229612844,0.41780264279411439,-0,0.25997036014202096
0.048297001673850766,0.24220262767591316,0,0.15602981408543379
0.081928732146935662,0.40317321481811597,-0,0.25997022884071785
0.030043635371518315,0.22756802306577684,0,0.15602981177977529
0.08210177606472939,0.38853673179544157,-0,0.25997020074766064
0.0057287527974340243,0.21305507092309839,0,0.15602169423782741
0.082280762450425635,0.37390093303572858,-0,0.25997026781538368
-0.02325040433630788,0.1993077713370342,0,0.15564658884830906
0.082623500512034154,0.35927187952143369,-0,0.25997040490652767
-0.045934216271392617,0.18704029854024504,0,0.15450498519629399
0.0830495925287877,0.34463757839111792,-0,0.2599703440103931
-0.064273666765160969,0.17591896985897226,0,0.15259467493848283
0.084039947555925185,0.33000314118921403,-0,0.25997023053584806
-0.078863261801744938,0.16524864348426077,0,0.14995671256864679
0.085757472247545305,0.31537035504885186,-0,0.2599703621447243
-0.09114152580380816,0.15485448990690837,0,0.1465958893577084
0.088635609655818556,0.30073644105148956,-0,0.25997039971077651
-0.12017993982304095,0.12516240947041085,0,0.13210611270985939
-0.10184790620848357,0.14465760987922172,0,0.14248338185171844
0.093647972788184319,0.28610626433293396,-0,0.25997026775362542
-0.11143660987714146,0.13470981476542809,0,0.13763125846552954
0.10158538617058711,0.27147070557853026,-0,0.25997033678025766
0.1140714692454894,0.25683471392190638,-0,0.25997043323479796
0.13430487823937698,0.24220593640903951,-0,0.2599704396057837
0.16779648674323008,0.22757370359934498,-0,0.25997045644718564
0.22095641976847302,0.21281524023908469,-0,0.25996327859698765
0.27167967516505748,0.19731453388275033,-0,0.25962386792377212
0.30410496391646574,0.18044382237570344,-0,0.25835239670124355
0.34820464852529803,-0.0031654234912636987,0,0.15135935447372756
0.32542876399674314,0.16266206713434506,-0,0.25582247788042067
0.35083259187962468,0.0079759318454200052,0,0.16580173126093217
0.33812355890480084,0.14480979857366261,-0,0.25200453177745413
0.35305679076404428,0.020098740561396197,0,0.17942501941640376
0.34613744747722075,0.12720706555234684,-0,0.24692407948385989
0.35472710284190528,0.033162021095603351,0,0.192175006828708
0.35105190239278988,0.11007045136171001,-0,0.24064570474193459
0.35555802588316238,0.047175643032313933,0,0.20404278181172095
0.35384057357456467,0.093484488288877898,-0,0.23320851670262163
0.35583029560122142,0.06198044832878577,0,0.21488979340695491
0.35543154354269485,0.077429023693754928,0,0.22461371468221503
0.28677561594762369,-0.051969912328466879,0,-0.99634367182048744
0.25097485719602769,-0.051970299090178182,0,-0.98536734438427254
0.24987766537171899,-0.051970390339019595,0,-0.97073091919804988
0.24900421811299289,-0.051970415968286235,0,-0.95610068022221806
0.24663994712991794,-0.05197040061480817,0,-0.94146856381076582
0.2444752498429491,-0.051970265236091565,0,-0.92683251063442551
0.28735943458028995,0.051969933117596324,0,-0.99634183447822644
0.24256430360522691,-0.051970306689706591,0,-0.91219905183227479
0.25007590963978799,0.051970228436620497,-0,-0.98536659676081895
0.24074991145465399,-0.051970428506707765,0,-0.89756767634041879
0.24979894715337844,0.051970228998456547,-0,-0.9707324735090439
0.2390797026022724,-0.051970313509743599,0,-0.88293453565096636
0.24937513915402176,0.051970230558967608,-0,-0.95609841490609004
0.23735152531940396,-0.051970264209522506,0,-0.86830049420315192
0.24711218345296393,0.051970235139915541,-0,-0.94146451452135771
0.2355472334259516,-0.051970405320551714,0,-0.85366628743318884
0.24472693023961026,0.051970239473021401,-0,-0.92683069689224484
0.23379510838149004,-0.051970360858964768,0,-0.8390334990781706
0.24268382370853547,0.051970233247386324,-0,-0.91219580628059949
0.23198613465634316,-0.05197024671999069,0,-0.82440338478170228
0.24078123726779407,0.051970299059972386,-0,-0.89756410002305809
0.23033834352161936,-0.051970222303956093,0,-0.80976669305651949
0.23902773678796876,0.051970384899662256,-0,-0.88293277574269791
0.22869721832201881,-0.051970273300549041,0,-0.795131214549615
0.23725906125041152,0.051970391782944422,-0,-0.86829886445152682
0.22699252880507678,-0.051970410161631585,0,-0.7805027375242175
0.23544492786935808,0.051970388256671926,-0,-0.85366602055197327
0.22542277515293205,-0.051970350250585433,0,-0.76586809500866226
0.23369009585729431,0.051970388371228221,-0,-0.83903306036187275
0.22384592103419998,-0.051970239993122086,0,-0.751233284532975
0.23198860107881827,0.051970383177648904,-0,-0.82440015172952652
0.22224568555395954,-0.051970367268653159,0,-0.73660125968616341
0.23029681250642017,0.051970377429133338,-0,-0.80976718932170111
0.22072144928991116,-0.051970396359254975,0,-0.72196741923616203
0.22864761651838925,0.051970374574248052,-0,-0.79513415643359786
0.21918307860322284,-0.051970253492311297,0,-0.70733577786950463
0.22703652834409335,0.051970367401838261,-0,-0.7805006883619503
0.21765776841939899,-0.051970320920204677,0,-0.69270114746716638
0.22544457975873725,0.051970334365804366,-0,-0.76586769508473873
0.21617666642795041,-0.051970437800257487,0,-0.67806728819628015
0.22386230359833328,0.051970311741779032,-0,-0.751234636351372
0.21461049584290723,-0.051970337271840403,0,-0.66343754464513283
0.22230964774758907,0.051970316461528346,-0,-0.73660096782133544
0.2130763008760361,-0.051970281808908475,0,-0.64880200760385676
0.2116724406600782,-0.051970265621272764,0,-0.63416554370432432
0.22075720390859788,0.051970318861515825,-0,-0.72196761196006287
0.21920686167825074,0.051970322733568594,-0,-0.70733432920167461
0.217685876969889,0.051970328149111497,-0,-0.69270113982256132
0.2161569731042873,0.05197033292460089,-0,-0.67806798463584095
0.20713024509487965,0.05197026643047957,0,-0.59026981707399206
0.21461212393913826,0.051970338038645383,-0,-0.66343490435930796
0.2086125141172725,0.051970280290195153,0,-0.60490330750876875
0.21310029941156353,0.051970343172727182,-0,-0.6488016155298949
0.21010169639348375,0.051970299047180243,0,-0.6195365370868825
0.21160574587977837,0.051970330641473356,0,-0.63416893325543644
0.17741520571831018,-0.051970306794008957,0,-0.28296826649922913
0.17879313988207213,-0.051970275105459873,-0,-0.29760225575801602
0.18010883843349743,-0.051970411994027042,-0,-0.31223780803549828
0.18147468609109102,-0.051970350719082917,-0,-0.32686965113103439
0.18292603251970249,-0.051970319096096666,-0,-0.34150041686273469
0.18418936648913625,-0.05197027645587772,-0,-0.35613746726837714
0.18561519207268223,-0.051970259762706666,-0,-0.37077195583407418
0.18700309382736841,-0.051970419936666859,-0,-0.38540135609201265
0.1883926645310133,-0.051970343856258948,-0,-0.40003549154555951
0.18982555154558023,-0.05197024362696525,-0,-0.41466942325563805
0.19119925085356604,-0.051970377769725518,-0,-0.42930253258832912
0.19258964452653168,-0.051970390379637632,-0,-0.44393656853191898
0.19407195087578402,-0.051970251547096002,-0,-0.45856703407823418
0.19546536185803376,-0.051970331164712141,-0,-0.47320229162992883
0.19684650026721678,-0.051970413061246119,-0,-0.48783784706983735
0.19838552178558574,-0.051970422194509064,-0,-0.50246683326832009
0.19980343001366688,-0.051970376156143666,-0,-0.51710100223198885
0.20122135075774969,-0.051970248926982328,-0,-0.53173692709129727
0.20272123607097675,-0.051970340080319977,-0,-0.54636896585610217
0.17059170730010095,0.051970494590388119,0,-0.20980383321589829
0.20415515568350268,-0.051970419339227969,-0,-0.56100133863520707
0.17194599197217444,0.051970490134794628,0,-0.22443525599908842
0.2056520237682618,-0.051970281023500015,-0,-0.5756342145470541
0.17331731043341042,0.051970348262083951,0,-0.23906713552518133
0.20717384147893958,-0.051970293375644933,-0,-0.59026870594901815
0.17469432347652369,0.051970220353237589,0,-0.25370033155727612
0.20860009612908739,-0.051970424804226881,-0,-0.60490293618178481
0.17604718480381842,0.051970201896018933,0,-0.2683344536146357
0.21011667209167231,-0.051970330078883561,-0,-0.61953414469668677
0.17738416156948761,0.05197019885760408,0,-0.28296868740783643
0.17874572423830101,0.051970198525722155,0,-0.29760305198762438
0.18013330785868306,0.051970199875359085,0,-0.31223741626502921
0.18149525767438623,0.05197020131994666,0,-0.32687171324136188
0.18284756567555216,0.051970209297134307,0,-0.34150609089059614
0.1842338385982995,0.051970211385267751,0,-0.35613982673173239
0.1856178029303226,0.051970340027132619,0,-0.37077287293923999
0.18697567664862647,0.051970453670998118,0,-0.38540606587266912
0.18840923906326051,0.051970434193414884,0,-0.40003902748415821
0.18980225320813943,0.05197043340625318,0,-0.41467163957977249
0.19119278249721244,0.051970428465690235,0,-0.42930416507675828
0.19261356941236596,0.051970424551320116,0,-0.44393674309622289
0.19403160055328278,0.051970421932845658,0,-0.4585694130663851
0.19545457139198921,0.051970411992736873,0,-0.47320242160564185
0.19689059683133642,0.051970400984628726,0,-0.4878349411266229
0.19832576127200272,0.051970300908097372,0,-0.5024672441548943
0.19979079583307977,0.051970236158989547,0,-0.51710093740163621
