"Line Probe: Centroid[Z] (m)","Line Probe: Velocity: Magnitude (m/s)"
0.2744111386675397,0.0480390218497904
0.2744111386675397,0.0480390218497904
0.2747251512278765,0.1867600459933018
0.2747251512278765,0.1867600459933018
0.2747251512278765,0.1867600459933018
0.2747251512278765,0.1867600459933018
0.27519607416414804,0.3223418224141656
0.27519607416414804,0.3223418224141656
0.27519607416414804,0.3223418224141656
0.27519607416414804,0.3223418224141656
0.27519607416414804,0.3223418224141656
0.27519607416414804,0.3223418224141656
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.2759022356370877,0.40406512327527777
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27696095082876276,0.46416248582041236
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.27992898935975963,0.5732748985045193
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2851478212533734,0.6540930457307611
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2880202486413418,0.6784631301679199
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.2908905041644345,0.6845420408295828
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29398911137151185,0.6850802293626005
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.29576393950140883,0.6763469158871521
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.3003514672078438,0.6649461351755392
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30011221292981755,0.6660001028299355
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
0.30427583177037193,0.6845694990558061
