"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual"
1.0,1.0,1.0,0.0,0.0
2.0,0.6564266548292901,0.4942735669311975,0.6864512533445474,1.0
3.0,0.6398837899667154,0.3812408169810166,0.7536003481893093,0.5555006626754382
4.0,0.5906480556912734,0.3179478251752727,0.851445045691393,0.6136936143644125
5.0,0.523968935215708,0.27001262608583576,1.0,0.6886000125975468
6.0,0.4443122134752808,0.22767511206752478,1.1356605118854697,0.6978159034449072
7.0,0.3667503476781923,0.19028856513160264,1.1834605504828006,0.6460479049046604
8.0,0.3052329741909923,0.15825601671410425,1.1403605840470754,0.5558097915309708
9.0,0.25661515038001714,0.1322465722928559,1.0429159712569542,0.45339437387904014
10.0,0.21692590101818768,0.11213225962753853,0.9385654098741051,0.3540737793504676
11.0,0.18575939370548955,0.09690606743972097,0.8508004046032895,0.269082397834615
12.0,0.1669732836861011,0.08611214424769953,0.802877298440107,0.203178341609591
13.0,0.15424044851534016,0.07864671273992065,0.7671169817603947,0.1624673342006023
14.0,0.14435862671248406,0.0736001046939234,0.7366784856512015,0.13159678140711414
15.0,0.1338380442752567,0.06944165199780478,0.6920276213576857,0.10061137308926227
16.0,0.12322706173491209,0.0665637147192654,0.6568674709668604,0.07426467131476815
17.0,0.1117994626352782,0.06456299486994999,0.6397690029507156,0.05383991342037548
18.0,0.10462652218623113,0.062427944463260825,0.6258115552108721,0.036650768885802945
19.0,0.09914571404864657,0.060899190719959466,0.6079612962039325,0.027168829410641148
20.0,0.09364537396722344,0.0602093563960723,0.5946387953145054,0.022865762061753416
21.0,0.089801436710005,0.05953086780092918,0.5818842796370606,0.02053250124681748
22.0,0.08733651137829083,0.05854856643844243,0.5714512334577491,0.01869014834004269
23.0,0.08665357941895042,0.05846422288562252,0.5589815971242186,0.017123572682275046
24.0,0.08541320216854213,0.0585454087522531,0.5454486921515158,0.015370358387763535
25.0,0.08399495210560481,0.05839509441117859,0.5320878233618798,0.013592684799057815
26.0,0.08229853582589099,0.05839715727131023,0.5202271223031931,0.012047079811631814
27.0,0.08190944821066157,0.05867755813574396,0.5090641669175006,0.01092714189553052
28.0,0.0819511042298481,0.05900634022573405,0.4984104952624389,0.009375234349935894
29.0,0.08043670037091706,0.05911179531596874,0.4897054287074946,0.007744083423653304
30.0,0.0783440709205332,0.05933479184562049,0.47728630940237776,0.005937344369621091
31.0,0.07742216145299471,0.05952182173060555,0.46720252989117705,0.004384581540792731
32.0,0.07639944395306592,0.05949925367781553,0.457741505571188,0.003098384299925701
33.0,0.07434734428420772,0.05939418339991628,0.4486602663475339,0.00241462008210958
34.0,0.07248230391757016,0.05930378762261611,0.4392268427496223,0.0019550953079676536
35.0,0.07136830865058981,0.05909212530303237,0.42955152361948634,0.001765367223189361
36.0,0.0702279061058372,0.05878888778473696,0.42114502908624724,0.0018796976178430016
37.0,0.06808301812431694,0.058463432032555336,0.411265205806953,0.002135885426129653
38.0,0.06607152125752698,0.05794190378414705,0.40278631174578733,0.0023955218549453704
39.0,0.06467923312510862,0.05743374015717743,0.3944186895196055,0.002577559129320551
40.0,0.06340679010663473,0.05683675244574177,0.3864412190073642,0.0026180960026686625
41.0,0.06137937803469598,0.05614569587174254,0.37940839498966744,0.002580327133048534
42.0,0.05932380170977932,0.05547575088685238,0.37158928329889557,0.002477974041044393
43.0,0.057422701179112856,0.054718726618820865,0.3636632627198065,0.002320704021474688
44.0,0.05614765873111908,0.053908803153185095,0.3570278972540577,0.0021235820165793817
45.0,0.05433651546653659,0.05308854068818835,0.35077357826627215,0.0018970851220358105
46.0,0.0521534779876483,0.05219472533431176,0.34534649871703166,0.0017157854822825258
47.0,0.050139578018924165,0.05129633791987543,0.339546920713164,0.0015682445137400038
48.0,0.048640953543797064,0.0504416448047655,0.33433654538395413,0.001402698836489457
49.0,0.047349811183330856,0.04953324465400242,0.32949037886273835,0.0011849314567530737
50.0,0.045805969092318016,0.04857122324060039,0.3250112577351448,0.0010178930292335485
51.0,0.04424761761574728,0.04766722103149603,0.3206638563882932,8.955013848235818E-4
52.0,0.042511919245155926,0.046786197033929326,0.31615588339446576,7.882402147254825E-4
53.0,0.0407678831249088,0.045805001794380296,0.31216628797518886,6.957304874587436E-4
54.0,0.03931452466721331,0.04492330581612569,0.30815111407026385,6.09500558288278E-4
55.0,0.038022945060545495,0.04404340257331949,0.3044236889087518,5.302587589055666E-4
56.0,0.03658917068689648,0.04316731983537809,0.3007625846362971,4.685051089501812E-4
57.0,0.03530463899281227,0.04229003316025858,0.2971158429467123,4.1270655224867923E-4
58.0,0.03413746780941974,0.04147306935716527,0.29331686190459483,3.6949271379043997E-4
59.0,0.03306313304712601,0.04067874234083573,0.28961838932658057,3.359053111759301E-4
60.0,0.03196333023722398,0.03988566097479382,0.28608287927537607,3.127881212612922E-4
61.0,0.03075555062076439,0.03907571707343629,0.2826285866182907,3.029943702486875E-4
62.0,0.029816590158016458,0.03833323958355026,0.2790629729742318,3.001180556497612E-4
63.0,0.028776766762743402,0.03761984085839536,0.2753319281743544,3.069077796656356E-4
64.0,0.028167682975075586,0.036911954673983595,0.27163600258455184,3.3090501455505724E-4
65.0,0.02721960653098641,0.036225421892354615,0.2681979047702361,3.4068552727111324E-4
66.0,0.026288117947017325,0.03552066639562136,0.26475046487734877,3.6472218527471435E-4
67.0,0.025668077796526727,0.0348917925174645,0.26138854232728076,3.816943377969287E-4
68.0,0.02500138092037353,0.034276672149909745,0.2579471653489056,3.992271322357133E-4
