"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual","Energy: Residual","Tdr: Residual","Tke: Residual"
87.0,0.001845587426166664,0.0019202616644939188,0.002917808873384539,0.003393167713746391,0.0,3.4082446087410314E-4,2.43091084334519E-4
88.0,0.0017469127417298572,0.0018920168174307527,0.0028798329307330108,0.003343328685767733,0.0,3.3288307103447563E-4,2.344394120488497E-4
89.0,0.0017274109123058235,0.0018500523624779832,0.0028455702188819143,0.0032790451912710944,0.0,3.22141990343616E-4,2.237496986226328E-4
90.0,0.001626737093971778,0.0018326221314032155,0.0028700082028615295,0.003216744639447473,0.0,3.1200882920548776E-4,2.129771416109113E-4
91.0,0.0015922444928571076,0.0018005321119036663,0.002904315062302693,0.0031403804509105944,0.0,2.996122752619417E-4,2.0108670433365805E-4
92.0,0.0015182187325580943,0.0017943826133114604,0.0029824337585418028,0.0030666611393140248,0.0,2.8748631400627274E-4,1.894801729243779E-4
93.0,0.0014999956076863718,0.0017733881329003412,0.0030466024153028215,0.002976595353794161,0.0,2.734129627014607E-4,1.7726045914989914E-4
94.0,0.0014506580255301438,0.0017673590800134469,0.003123138570440891,0.0028905574690067676,0.0,2.5827765446366984E-4,1.6606491206133534E-4
95.0,0.0014511741691703396,0.0017320172066810481,0.00316718208687958,0.002792823093527685,0.0,2.4265690742612868E-4,1.551350327458514E-4
96.0,0.0014146717294576342,0.001714262748061967,0.003200548688160987,0.0027030048015479168,0.0,2.289282482986521E-4,1.4558416332954635E-4
97.0,0.001418952497985159,0.0016705852019412949,0.0031935312814813806,0.0026084620160875685,0.0,2.151346582044224E-4,1.3666932305926333E-4
98.0,0.0013895207450357254,0.0016365270991330208,0.003196357208120862,0.0025265017068522963,0.0,2.028472930957388E-4,1.2912300702279272E-4
99.0,0.0014146619990598533,0.0015744355822037996,0.0031610801348228744,0.002446573453221216,0.0,1.9088860721673447E-4,1.217586012619001E-4
100.0,0.0013981700982647525,0.0015279258465059886,0.003105449371382922,0.0023817583192963705,0.0,1.8071702270344364E-4,1.155019533050772E-4
101.0,0.0014323388201337335,0.0014658184437644894,0.0030159524216831803,0.0023204385254824065,0.0,1.7077469071329553E-4,1.0920117150118188E-4
102.0,0.001439227192963422,0.001410476953879103,0.002913712668989893,0.0022700299419483594,0.0,1.6257232037867619E-4,1.0384423018693214E-4
103.0,0.001479402320986684,0.001341727675290768,0.0027909159595386787,0.0022187698598915852,0.0,1.5458054079291593E-4,9.852483558342917E-5
104.0,0.0014606969920718334,0.0012876942734971158,0.0026673919894778467,0.002173463051235065,0.0,1.4863539375108148E-4,9.398918751505295E-5
105.0,0.0014654829952076797,0.0012156444870083767,0.0025155041476808823,0.00212771144504829,0.0,1.4260846118289793E-4,8.93900210578307E-5
106.0,0.0014013390771117874,0.0011562985045174142,0.0023671570391048174,0.0020822513816137326,0.0,1.378338400623567E-4,8.5475425885934E-5
107.0,0.0013669870540211025,0.0010901821627642041,0.002197502359261557,0.0020378491964310073,0.0,1.3224284078853021E-4,8.148587922092081E-5
108.0,0.001298854946034367,0.0010444827224799491,0.0020397391497866124,0.001997052477035811,0.0,1.2778900472366737E-4,7.832068301226478E-5
109.0,0.0013065720438635864,9.995845185270921E-4,0.0018839510338308219,0.001961500808188285,0.0,1.2316452917175412E-4,7.53224430847263E-5
110.0,0.0012658835386961992,9.770259495939246E-4,0.0017601376952479512,0.0019263061748791704,0.0,1.2005214634564194E-4,7.315841478273452E-5
111.0,0.0012919608941872366,9.483703301898145E-4,0.0016483177493689066,0.0018946370152123013,0.0,1.1690826990380501E-4,7.137286748056502E-5
112.0,0.0012688242579953696,9.282135694818892E-4,0.0015608632168016645,0.0018696827232179394,0.0,1.138591546935197E-4,6.996534791842966E-5
113.0,0.0012309994056237106,9.09634523425022E-4,0.0014898585784792113,0.00185146106658639,0.0,1.1109016144590319E-4,6.895779052022056E-5
114.0,0.0011893723568473001,8.868865606755377E-4,0.0014283530236433044,0.0018384689060946984,0.0,1.0863654997529104E-4,6.833327077871828E-5
115.0,0.0011509574779709807,8.59466831925456E-4,0.0013704754639194995,0.001829795343798912,0.0,1.0670025121746464E-4,6.806466597890658E-5
116.0,0.0011092504250797433,8.29463265060444E-4,0.0013159799604486597,0.0018228128517231127,0.0,1.0524049323017136E-4,6.804083223348028E-5
117.0,0.001079915808042151,7.965860870628699E-4,0.0012648623377435643,0.0018152086603320694,0.0,1.042037736698494E-4,6.824628984320296E-5
118.0,0.0010543891359217988,7.645590379308456E-4,0.0012212331452782304,0.0018049778021404705,0.0,1.0361471078274832E-4,6.867334236678702E-5
119.0,0.0010271696931047124,7.339461449523814E-4,0.0011869617160040376,0.001790255475148663,0.0,1.032311698283964E-4,6.916723574935866E-5
120.0,9.94653840534582E-4,7.085364281170234E-4,0.001161553103769535,0.001770208394121706,0.0,1.0326221327320415E-4,6.973407788860779E-5
121.0,9.723678286608249E-4,6.903554110078445E-4,0.001141347258407135,0.001747412701953561,0.0,1.0359989449269631E-4,7.023064576862106E-5
122.0,9.36708190953899E-4,6.783086431417597E-4,0.0011259528877427941,0.0017218425927839943,0.0,1.0377341496501318E-4,7.061925205234714E-5
123.0,9.035861834178549E-4,6.70681400245362E-4,0.0011142087182264536,0.001696256803719926,0.0,1.0374735777717014E-4,7.088658442218628E-5
124.0,8.695021101316782E-4,6.647972884925653E-4,0.0011031213536059823,0.0016705208543667475,0.0,1.0364012465461002E-4,7.097477662382952E-5
125.0,8.358941834333076E-4,6.608054069615952E-4,0.001093275216408287,0.0016445995293478642,0.0,1.0322286676977384E-4,7.071916572353122E-5
126.0,7.881953434713679E-4,6.612869702368847E-4,0.0010926622021199923,0.0016219571854571868,0.0,1.0338668016564523E-4,7.043736468214953E-5
127.0,7.766024647050163E-4,6.549784752493337E-4,0.0010795340601261942,0.0015951196927276535,0.0,1.0346490113063579E-4,6.995872225160356E-5
128.0,7.573024756468139E-4,6.505289176180388E-4,0.0010696786976120175,0.001571755143953525,0.0,1.037651803220077E-4,6.928618502311858E-5
129.0,7.416035894270844E-4,6.45133173122592E-4,0.0010599890892205239,0.001550360500260815,0.0,1.0362988012913001E-4,6.820680371772711E-5
130.0,7.167009776170648E-4,6.406405895571576E-4,0.0010550052426328955,0.0015322269896936441,0.0,1.0378971421272275E-4,6.712740589195788E-5
131.0,7.206463319725483E-4,6.2820356795643E-4,0.0010335730948182638,0.0015078605148379305,0.0,1.0302985781295453E-4,6.57824431449792E-5
132.0,7.122494709606321E-4,6.157596018760808E-4,0.0010114486589530027,0.001485855710279551,0.0,1.0187349204724986E-4,6.419493348620304E-5
133.0,6.909480191343815E-4,6.04571307725437E-4,9.927375012534461E-4,0.0014690761974356652,0.0,1.0083581968951763E-4,6.270210419601776E-5
134.0,6.88155757620585E-4,5.867311423867798E-4,9.576131145449551E-4,0.0014465438407791943,0.0,9.925240027874902E-5,6.0987313583980333E-5
135.0,6.59000848130047E-4,5.70745819427685E-4,9.282409251515426E-4,0.0014296722785141645,0.0,9.76670872782175E-5,5.937374991931754E-5
136.0,6.49797835415946E-4,5.487752603493605E-4,8.88683165621623E-4,0.001407846104224537,0.0,9.523968787571426E-5,5.750654511662102E-5
137.0,6.174004985545263E-4,5.291582041087512E-4,8.589784884715965E-4,0.0013919636544444428,0.0,9.27525882643502E-5,5.575910759401725E-5
138.0,6.029904841148157E-4,5.055695787253353E-4,8.23957944171068E-4,0.0013704910132600833,0.0,8.977857172758346E-5,5.388081241435609E-5
139.0,5.694788609196985E-4,4.8730006309337815E-4,8.015436339479623E-4,0.0013546554644529995,0.0,8.703358894900429E-5,5.215193062909269E-5
140.0,5.553371408950663E-4,4.672073285213209E-4,7.745322025685998E-4,0.0013332704507962605,0.0,8.421795005886473E-5,5.0371407212357797E-5
141.0,5.261181320925654E-4,4.5366449022941175E-4,7.60623100436516E-4,0.0013170987899686027,0.0,8.186518825718067E-5,4.8861020921016945E-5
142.0,5.157154613920278E-4,4.3874300247262243E-4,7.39890724204511E-4,0.0012938884596389022,0.0,7.931616757576474E-5,4.734533898150887E-5
143.0,4.922719643879705E-4,4.304452553334725E-4,7.286789955138933E-4,0.0012762848620370508,0.0,7.740139145230907E-5,4.6077260013910955E-5
144.0,4.8565043165336606E-4,4.196274041729476E-4,7.088955216898463E-4,0.0012528007595669773,0.0,7.560606637761458E-5,4.476637767476494E-5
145.0,4.6428497037868173E-4,4.1411748891418483E-4,6.953525111826752E-4,0.0012352273513984448,0.0,7.440609486402613E-5,4.3772370185763425E-5
146.0,4.5983933917993406E-4,4.0462072274421356E-4,6.734570546989851E-4,0.0012109050009628014,0.0,7.314481324900057E-5,4.270567333281646E-5
147.0,4.406460958091913E-4,4.001187579322921E-4,6.593326279727724E-4,0.0011935597192525163,0.0,7.24095601122797E-5,4.183545807453466E-5
148.0,4.3696269724917506E-4,3.908762970950568E-4,6.396769622609626E-4,0.001168924577306302,0.0,7.15641942351491E-5,4.079752001928118E-5
149.0,4.1837689273515217E-4,3.870780105838447E-4,6.320478972533944E-4,0.0011509797971708336,0.0,7.119544212003788E-5,3.992548561273711E-5
150.0,4.1485325483744327E-4,3.780882010619584E-4,6.178972507054141E-4,0.0011259512938411682,0.0,7.058410409883447E-5,3.893525523330165E-5
151.0,3.9735681389514623E-4,3.746367618352742E-4,6.136268642591034E-4,0.001106507486868839,0.0,7.026751024693597E-5,3.8048018767853454E-5
152.0,3.9361445955606234E-4,3.6550630104309646E-4,6.032336332394753E-4,0.0010800068425471578,0.0,6.955236441998398E-5,3.7044915570366985E-5
153.0,3.780061994966348E-4,3.6093185398431213E-4,5.984948091297687E-4,0.0010595829566816255,0.0,6.908211966389087E-5,3.615018682289473E-5
154.0,3.750565046091863E-4,3.5101881636122334E-4,5.858473825405684E-4,0.0010320125723577462,0.0,6.82243020011049E-5,3.521761490463957E-5
155.0,3.584459382660886E-4,3.458294889729026E-4,5.762275012889036E-4,0.0010100265782457788,0.0,6.735181226180557E-5,3.438933788935576E-5
156.0,3.548229141229821E-4,3.354092226174539E-4,5.591784651709227E-4,9.80481579820047E-4,0.0,6.625860933701107E-5,3.3603820634493116E-5
157.0,3.3790303027972146E-4,3.299866944128931E-4,5.462516841869762E-4,9.563828885781568E-4,0.0,6.533689417834438E-5,3.2926495971056064E-5
158.0,3.331019600069256E-4,3.203565616812286E-4,5.281841399428131E-4,9.251980801025812E-4,0.0,6.430333779391348E-5,3.2331867346682194E-5
159.0,3.161743425884202E-4,3.158796047977197E-4,5.142043210812511E-4,8.997942530416874E-4,0.0,6.336829298670854E-5,3.1814708075020774E-5
160.0,3.1078533241045675E-4,3.0805690606537347E-4,4.958987234135813E-4,8.682356604066677E-4,0.0,6.233153145915798E-5,3.136964899257178E-5
161.0,2.9464466034371373E-4,3.048730566490046E-4,4.8260450326802483E-4,8.42648441076763E-4,0.0,6.127820947934142E-5,3.099503687820149E-5
162.0,2.8985745688017966E-4,2.9803311321464183E-4,4.652162555897152E-4,8.118344878679968E-4,0.0,5.993752434202899E-5,3.06929504240906E-5
163.0,2.7408668382799243E-4,2.945597009807995E-4,4.544553847966287E-4,7.872728201522736E-4,0.0,5.874470903293189E-5,3.0409798824338257E-5
164.0,2.693683484674947E-4,2.875416001014314E-4,4.399670021252644E-4,7.59534350436953E-4,0.0,5.7542359384537184E-5,3.017011469381471E-5
165.0,2.556008148248052E-4,2.824165745396588E-4,4.3186025281146144E-4,7.381377902472948E-4,0.0,5.649488385502866E-5,2.9929164777822847E-5
166.0,2.5264520847387707E-4,2.746616983537483E-4,4.1979472532525084E-4,7.150631843657308E-4,0.0,5.5462544827566694E-5,2.9756202929665094E-5
167.0,2.4068737119974443E-4,2.6811341724837154E-4,4.129237318956381E-4,6.973115227519788E-4,0.0,5.460762454683055E-5,2.954134784925378E-5
168.0,2.3869534171639737E-4,2.596724564899253E-4,4.0176376382645816E-4,6.79580825571422E-4,0.0,5.368350758497001E-5,2.9315560871899187E-5
169.0,2.3353456815402532E-4,2.5144683113494034E-4,3.939733105010383E-4,6.663296030375969E-4,0.0,5.2719391975438274E-5,2.9036863133525212E-5
170.0,2.2053844814293186E-4,2.4392061249579858E-4,3.894863279105231E-4,6.566411330565258E-4,0.0,5.188061806120274E-5,2.8721743409459597E-5
171.0,2.1784225584931365E-4,2.3514725768874258E-4,3.800917806727497E-4,6.480415294707262E-4,0.0,5.0949858121582015E-5,2.8419500195366758E-5
172.0,2.118715540102402E-4,2.269547210368787E-4,3.7429647447627157E-4,6.427554108293401E-4,0.0,5.0028015625957216E-5,2.8035573914138976E-5
173.0,2.0224205882177725E-4,2.1981626654403298E-4,3.7179414791076485E-4,6.394873225378468E-4,0.0,4.911767857291677E-5,2.7614690549911724E-5
174.0,2.0131172436976754E-4,2.1241264233428728E-4,3.64165716190755E-4,6.377357136331661E-4,0.0,4.8037654059517736E-5,2.723942626213402E-5
175.0,1.9747606725565832E-4,2.060539222989952E-4,3.598162563057967E-4,6.379744977909889E-4,0.0,4.694492624372195E-5,2.6861086479041477E-5
176.0,1.9417094476305893E-4,2.0013202794342514E-4,3.563941076387688E-4,6.388950268031461E-4,0.0,4.593780347158819E-5,2.6444972515454458E-5
177.0,1.8790210683645802E-4,1.9589481698008783E-4,3.566523493884845E-4,6.401871758243665E-4,0.0,4.5214422865857996E-5,2.604960505167597E-5
178.0,1.892245897298542E-4,1.9124284398433999E-4,3.5124925862427687E-4,6.428061896818762E-4,0.0,4.4635774485421896E-5,2.5680872016079284E-5
179.0,1.8766174036208565E-4,1.8770683195440922E-4,3.487551985111751E-4,6.457247487659467E-4,0.0,4.417568273863194E-5,2.527376077542833E-5
180.0,1.8628567625469708E-4,1.8442178828079658E-4,3.4620139990807267E-4,6.481555474057505E-4,0.0,4.3882760935812236E-5,2.4892002075159765E-5
181.0,1.8570122653204776E-4,1.816038864947464E-4,3.439489352394198E-4,6.499598941747908E-4,0.0,4.371058898667923E-5,2.4507147525391206E-5
182.0,1.8531205879871536E-4,1.7946018548250397E-4,3.419192460820262E-4,6.512978461397958E-4,0.0,4.3180534074331055E-5,2.4020347360238254E-5
183.0,1.850302126987281E-4,1.7791111749199148E-4,3.400483515625075E-4,6.521973128304139E-4,0.0,4.28752111138806E-5,2.3567460821287897E-5
184.0,1.8453660930228913E-4,1.7680498644746359E-4,3.3819550657324E-4,6.524797550682756E-4,0.0,4.2542057392653205E-5,2.3127562520518773E-5
185.0,1.8415361873687274E-4,1.7606826343221583E-4,3.362905424240407E-4,6.51917548913564E-4,0.0,4.214632023320547E-5,2.269956213712932E-5
186.0,1.8363208498696777E-4,1.754351408610162E-4,3.3338786669915167E-4,6.505594236856056E-4,0.0,4.1623329850459715E-5,2.2262676690791026E-5
187.0,1.8310215955124535E-4,1.7493017357998899E-4,3.303403133722246E-4,6.484065704852841E-4,0.0,4.095862859766875E-5,2.182822099516247E-5
188.0,1.8280917007951794E-4,1.7430273146594905E-4,3.269836765822651E-4,6.455926223657177E-4,0.0,4.030926709907177E-5,2.1375011997466227E-5
189.0,1.8247183597806953E-4,1.7356280665868648E-4,3.234268638648193E-4,6.419555527242364E-4,0.0,3.978228245912847E-5,2.0931865004798594E-5
190.0,1.8193845561122218E-4,1.7270406660891842E-4,3.196416691264375E-4,6.37373697872431E-4,0.0,3.903587678411686E-5,2.0523734241750553E-5
191.0,1.813343713179362E-4,1.714125483339209E-4,3.1556173549167224E-4,6.317395684617717E-4,0.0,3.8491830620458984E-5,2.010594895133074E-5
192.0,1.8083471865149278E-4,1.6995579677201738E-4,3.1163527253761346E-4,6.252759193290634E-4,0.0,3.795119531172008E-5,1.9697481647589428E-5
193.0,1.8062275332562022E-4,1.682230077566619E-4,3.076187874101216E-4,6.180335859258497E-4,0.0,3.7313451596675785E-5,1.9300649782790476E-5
194.0,1.802703082712097E-4,1.6625732244241075E-4,3.0305380642797617E-4,6.101533489242665E-4,0.0,3.6753991336576994E-5,1.8937553191864338E-5
195.0,1.7990490512694132E-4,1.6428708818163313E-4,2.9835535410589514E-4,6.015766714405883E-4,0.0,3.6247848618034656E-5,1.8564615333677347E-5
196.0,1.7970609067305605E-4,1.6225857252524916E-4,2.9373800071357025E-4,5.922863859949456E-4,0.0,3.5684850920850694E-5,1.8176680826967645E-5
197.0,1.7897998963423576E-4,1.5990167490343286E-4,2.8942180517029144E-4,5.825085831095093E-4,0.0,3.505214926111954E-5,1.7797200546280174E-5
198.0,1.7828547274487667E-4,1.573418167515269E-4,2.8545067297554907E-4,5.722576471100314E-4,0.0,3.4435521776746346E-5,1.740350066413131E-5
