"Line Probe: Velocity[i] (m/s)","Line Probe: Centroid[Y] (m)"
0.5405605590672239,0.972636815920398
0.480138340834203,0.9676616915422884
0.4288021290073373,0.9626865671641791
0.38614275874542114,0.9577114427860698
0.35144829350440293,0.9527363184079602
0.32382717836696884,0.9477611940298507
0.3023109516072343,0.9427860696517412
0.2859315875052108,0.9378109452736318
0.27377371923356464,0.9328358208955225
0.2650023489289594,0.927860696517413
0.258896476064074,0.9228855721393034
0.2455589246613116,0.8034825870646767
0.24293900506409175,0.7985074626865671
0.24000915812943602,0.7935323383084576
0.23677305318754305,0.7885572139303483
0.23323666648712102,0.783582089552239
0.22940563535335634,0.7786069651741294
0.22528783355807336,0.7736318407960199
0.2208982869392933,0.7686567164179103
0.2162462367195345,0.763681592039801
0.21134563448938162,0.7587064676616917
0.2062119354176133,0.7537313432835822
0.2008606997285845,0.7487562189054726
