x, y
-1.4006309148264984, -0.07146529562982007
-0.62776025236593, -0.059125964010282805
0.1924290220820195, 0.17532133676092543
0.9968454258675084, 0.2956298200514138
1.7697160883280758, 0.33881748071979434
2.5741324921135647, 0.33573264781490986
3.347003154574133, -0.03444730077120828
4.1514195583596205, -0.24730077120822624
4.971608832807571, -0.2781491002570695
5.7602523659306, -0.28431876606683815
6.59621451104101, -0.3059125964010283
7.369085173501581, -0.32750642673521857
8.141955835962147, -0.34910025706940884
