"Line Probe: Velocity[i] (m/s)","Line Probe: Centroid[Y] (m)"
0.9066232328327327,0.9938118811881189
0.9066232328327327,0.9938118811881189
0.9066232328327327,0.9938118811881189
0.8688901861606029,0.9913366336633664
0.8688901861606029,0.9913366336633664
0.8315566404190291,0.988861386138614
0.8315566404190291,0.988861386138614
0.8315566404190291,0.988861386138614
0.794993786287257,0.9863861386138615
0.794993786287257,0.9863861386138615
0.7595375001297432,0.983910891089109
0.7595375001297432,0.983910891089109
0.7595375001297432,0.983910891089109
0.7254792350205232,0.9814356435643565
0.7254792350205232,0.9814356435643565
0.6930589628805349,0.978960396039604
0.6930589628805349,0.978960396039604
0.6930589628805349,0.978960396039604
0.6624591291269797,0.9764851485148516
0.6624591291269797,0.9764851485148516
0.6187211324604407,0.972772277227723
0.6187211324604407,0.972772277227723
0.6187211324604407,0.972772277227723
0.6187211324604407,0.972772277227723
0.6187211324604407,0.972772277227723
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.5477333685408287,0.9653465346534655
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.4829448195478232,0.9554455445544556
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.44303044347395154,0.9455445544554457
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.41958296310185067,0.9356435643564358
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.4055704687218056,0.9257425742574259
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.39612258669092226,0.915841584158416
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.3883098243593657,0.9059405940594061
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.38063254950917774,0.8960396039603962
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.372361707778353,0.8861386138613863
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.36324235132021443,0.8762376237623763
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.35325274729978934,0.8663366336633664
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.34247763260708824,0.8564356435643565
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
0.3310416990031112,0.8465346534653466
